RecordID,StudentID,StudentName,Gender,Level,Department,CourseCode,CourseTitle,ExamDate,ExamStart,DurationMin,NumQuestions,Location,Seat,Invigilator,MalpracticeType,Evidence,ReportDetails,Penalty,Outcome,Grade
883,U2021/182976,Somto Ogunmokun,Female,100,Computer Science,MAC201,News Writing,2025-07-03,08:00,150,60,New Hall,N58,Dr. A. Musa,Disorderly conduct,Yes,Identical answers with neighbor,Warning,Cleared (insufficient evidence),E
884,U2023/458770,Funke Oguntona,Female,300,Political Science,ACC201,Financial Accounting,2024-06-17,14:00,90,25,CBN Annex,M25,Mrs. P. Lawal,Collusion/whispering,Yes,Notes found under question paper,Score Cancelled (0),Confirmed,E
885,U2024/440052,Tomiwa Nwosu,Female,200,Accounting,BIO203,Biochemistry I,2024-09-28,16:15,120,40,Main Hall A,A44,Mr. C. Nnaji,Use of mobile phone,Yes,Identical answers with neighbor,Score Cancelled (0),Confirmed,D
886,U2023/399332,Ihuoma Akpan,Female,300,Physics,BIO203,Biochemistry I,2025-04-23,13:15,90,25,Sports Complex Hall,K47,Mrs. K. Adeyemi,Use of mobile phone,Yes,Raised voice; disrupted hall,Suspension (1 semester),Pending,E
887,U2021/959462,Ibrahim Lawal,Female,200,Mechanical Engineering,MAC201,News Writing,2024-10-27,10:45,90,25,Main Hall A,L35,Dr. A. Musa,Impersonation,No,Student observed using phone camera,Expulsion (severe cases),Confirmed,E
888,U2022/854121,Chiamaka Iwu,Male,200,Political Science,MAC201,News Writing,2024-02-12,12:30,90,25,Science LT1,K58,Prof. H. Danladi,Unauthorized material (calculator),Yes,Scripts exchanged mid-exam,Score Cancelled (0),Confirmed,F
889,U2023/462115,Somto Ishola,Female,100,Computer Science,PHY102,General Physics II,2024-04-16,16:00,150,60,Science LT1,L24,Dr. R. Hassan,Disorderly conduct,Yes,Identical answers with neighbor,Warning,Confirmed,E
890,U2022/352626,Hussein Ogunjimi,Male,200,Political Science,SOC203,Social Research Methods,2025-07-01,13:00,150,40,Auditorium,J30,Mrs. P. Lawal,Disorderly conduct,Yes,Offered inducement after paper,Warning,Confirmed,F
891,U2021/978193,Olamma Udo,Female,400,Statistics,SOC203,Social Research Methods,2025-08-04,14:15,180,25,New Hall,L09,Dr. R. Hassan,Copying from neighbor,No,Programmable calculator with stored notes,Suspension (1 semester),Pending,D
892,U2024/346903,Raphael Ogunjinmi,Male,400,Mathematics,CSC301,Operating Systems,2024-09-15,10:30,90,40,Auditorium,B42,Mrs. P. Lawal,Bribery attempt,Yes,Raised voice; disrupted hall,Suspension (2 semesters),Confirmed,B
893,U2020/294106,Funke Uche,Male,200,Electrical Engineering,CSC401,Distributed Systems,2025-06-13,16:00,180,40,Main Hall A,B45,Mrs. P. Lawal,Collusion/whispering,Yes,Programmable calculator with stored notes,Warning,Pending,E
894,U2022/502355,Abdul Ajayi,Male,100,Computer Science,MAC201,News Writing,2024-01-31,16:45,150,25,CBN Hall,J19,Mrs. J. Obi,Cheat notes/crib,Yes,Name on script mismatched ID card,Score Cancelled (0),Confirmed,F
895,U2022/972475,Kunle Eze,Male,100,Statistics,CSC301,Operating Systems,2025-05-09,12:45,180,40,Main Hall A,D47,Dr. A. Musa,Impersonation,Yes,Raised voice; disrupted hall,Suspension (1 semester),Confirmed,F
896,U2020/557086,Osas Ogunwande,Female,200,Computer Science,MAC201,News Writing,2025-01-13,12:30,180,60,Engineering LT,E06,Mrs. K. Adeyemi,Disorderly conduct,Yes,Notes found under question paper,Expulsion (severe cases),Pending,F
897,U2024/381924,Ihuoma Ogunshola,Female,300,Business Administration,MAC201,News Writing,2024-03-29,09:15,120,25,Main Hall A,J40,Dr. A. Musa,Disorderly conduct,Yes,Scripts exchanged mid-exam,Suspension (2 semesters),Pending,F
898,U2023/267044,Henry Suleiman,Female,400,Economics,IFT212,Systems Programming,2025-07-15,11:30,180,40,Main Hall A,J15,Mrs. P. Lawal,Unauthorized material (calculator),Yes,Programmable calculator with stored notes,Suspension (2 semesters),Confirmed,E
899,U2023/984885,Ibrahim Ogunjinmi,Female,100,Mass Communication,EEE203,Circuit Theory,2025-06-25,15:00,120,25,Engineering LT,A45,Dr. B. Yakubu,Exam script exchange,Yes,Name on script mismatched ID card,Score Cancelled + Repeat Course,Confirmed,C
900,U2024/486446,Bola Abubakar,Female,200,Economics,CSC301,Operating Systems,2025-01-02,15:15,150,25,Science LT2,F33,Mrs. J. Obi,Copying from neighbor,No,Student observed using phone camera,Score Cancelled (0),Confirmed,E
901,U2024/251680,Opeyemi Olanrewaju,Female,300,Mathematics,ECO202,Macro Economics,2024-04-02,10:45,120,60,Auditorium,G18,Mr. T. Okeke,Threat/harassment of invigilator,Yes,Whispering repeatedly despite warnings,Suspension (1 semester),Pending,C
902,U2022/814096,Fatima Nnaji,Female,300,Biochemistry,MEE201,Thermodynamics,2024-03-17,15:00,120,50,Main Hall A,F28,Mrs. P. Lawal,Copying from neighbor,No,Whispering repeatedly despite warnings,Suspension (1 semester),Pending,A
903,U2022/529925,Opeyemi Okoye,Female,200,Electrical Engineering,POL204,Nigerian Government,2025-01-10,15:00,180,25,Auditorium,D53,Mr. T. Okeke,Cheat notes/crib,Yes,Identical answers with neighbor,Expulsion (severe cases),Pending,F
904,U2021/268734,Sani Onuoha,Female,200,Biochemistry,MEE201,Thermodynamics,2024-06-15,16:30,120,25,CBN Hall,B09,Mr. C. Nnaji,Cheat notes/crib,Yes,Student observed using phone camera,Suspension (2 semesters),Confirmed,E
905,U2024/286646,Temi Udo,Male,300,Computer Science,SOC203,Social Research Methods,2025-05-08,09:00,120,25,Science LT2,C28,Mrs. K. Adeyemi,Use of mobile phone,Yes,Notes found under question paper,Score Cancelled (0),Pending,F
906,U2020/104827,Olamma Okorie,Male,400,Computer Science,IFT211,Computer Organization & Architecture,2025-08-06,10:15,60,25,Old Hall,K51,Dr. R. Hassan,Disorderly conduct,Yes,Offered inducement after paper,Score Cancelled + Repeat Course,Confirmed,F
907,U2023/903199,Sade Yakubu,Male,200,Statistics,PHY102,General Physics II,2024-05-24,16:45,150,40,CBN Annex,N47,Mrs. P. Lawal,Unauthorized material (calculator),Yes,Whispering repeatedly despite warnings,Score Cancelled + Repeat Course,Confirmed,F
908,U2024/522871,Ifeoma Okolo,Male,300,Statistics,IFT212,Systems Programming,2025-07-05,09:15,60,25,Main Hall B,H58,Dr. R. Hassan,Copying from neighbor,Yes,Name on script mismatched ID card,Suspension (1 semester),Pending,F
909,U2023/140808,Felix Ogunleke,Female,400,Business Administration,BIO203,Biochemistry I,2025-06-20,11:30,90,60,CBN Hall,K36,Prof. H. Danladi,Bribery attempt,Yes,Identical answers with neighbor,Score Cancelled + Repeat Course,On Appeal,F
910,U2022/450216,Aisha Ogunmodede,Female,200,Biochemistry,SOC203,Social Research Methods,2024-11-06,10:30,90,60,Science LT1,M04,Mr. C. Nnaji,Copying from neighbor,Yes,Scripts exchanged mid-exam,Score Cancelled (0),Pending,E
911,U2022/212344,Ifeanyi Mohammed,Female,300,Information Technology,STA201,Probability Theory,2025-01-07,14:15,90,40,Main Hall A,L39,Mrs. K. Adeyemi,Cheat notes/crib,Yes,Name on script mismatched ID card,Score Cancelled + Repeat Course,Confirmed,C
912,U2023/156605,Yusuf Uche,Male,100,Mass Communication,CSC301,Operating Systems,2025-06-03,14:00,180,25,Sports Complex Hall,A26,Dr. B. Yakubu,Collusion/whispering,Yes,Scripts exchanged mid-exam,Suspension (1 semester),Pending,F
913,U2022/162412,Emeka Ogunbote,Female,300,Mathematics,STA201,Probability Theory,2024-03-26,10:00,60,40,Main Hall A,B21,Mrs. K. Adeyemi,Collusion/whispering,Yes,Scripts exchanged mid-exam,Suspension (2 semesters),Pending,D
914,U2023/838390,Zainab Chukwu,Female,300,Statistics,CSC401,Distributed Systems,2024-09-22,15:30,60,60,CBN Annex,J04,Mrs. J. Obi,Copying from neighbor,Yes,Verbal threat reported by invigilator,Score Cancelled (0),Confirmed,F
915,U2020/313137,Sani Ogunbanwo,Male,200,Physics,CSC101,Introduction to Computer Science,2024-03-08,08:00,150,50,Main Hall A,E23,Mr. T. Okeke,Threat/harassment of invigilator,Yes,Notes found under question paper,Suspension (1 semester),Pending,F
916,U2022/745266,Opeyemi Uche,Female,100,Biochemistry,ACC201,Financial Accounting,2024-10-18,09:00,180,50,Science LT2,N49,Prof. H. Danladi,Threat/harassment of invigilator,No,Scripts exchanged mid-exam,Score Cancelled + Repeat Course,Cleared (insufficient evidence),F
917,U2020/775414,Chinedu Garba,Female,200,Computer Science,STA201,Probability Theory,2025-01-05,14:00,60,25,Old Hall,A05,Mrs. P. Lawal,Unauthorized material (calculator),No,Programmable calculator with stored notes,Suspension (2 semesters),Confirmed,F
918,U2022/335959,Chinedu Okafor,Female,300,Computer Science,MEE201,Thermodynamics,2024-09-04,15:30,90,40,New Hall,H25,Mr. T. Okeke,Impersonation,Yes,Scripts exchanged mid-exam,Suspension (1 semester),Pending,D
919,U2021/399755,Uche Ekanem,Female,200,Physics,IFT212,Systems Programming,2024-12-22,08:00,150,40,Auditorium,K04,Mr. T. Okeke,Unauthorized material (calculator),Yes,Verbal threat reported by invigilator,Suspension (1 semester),Pending,F
920,U2023/979682,Kunle Okon,Female,200,Statistics,CSC307,Database Systems,2024-08-14,12:30,60,25,CBN Hall,A41,Mrs. P. Lawal,Cheat notes/crib,Yes,Offered inducement after paper,Warning,Pending,F
921,U2020/395268,Kunle Oluwole,Female,300,Mechanical Engineering,EEE203,Circuit Theory,2024-01-15,10:00,60,60,Science LT2,N57,Dr. B. Yakubu,Unauthorized material (calculator),Yes,Offered inducement after paper,Suspension (2 semesters),Confirmed,F
922,U2023/803632,Somto Adebayo,Male,400,Accounting,SOC203,Social Research Methods,2025-08-02,10:00,90,60,New Hall,F23,Mrs. P. Lawal,Copying from neighbor,Yes,Whispering repeatedly despite warnings,Score Cancelled (0),Pending,C
923,U2024/106416,Ayomide Bassey,Female,400,Sociology,ECO202,Macro Economics,2024-01-26,10:00,150,25,Auditorium,B42,Dr. B. Yakubu,Use of mobile phone,Yes,Whispering repeatedly despite warnings,Score Cancelled (0),Confirmed,B
924,U2021/661544,Efe Oluwole,Male,100,Biochemistry,EEE203,Circuit Theory,2025-08-09,15:00,120,25,CBN Annex,F37,Dr. L. Ekanem,Unauthorized material (calculator),Yes,Raised voice; disrupted hall,Suspension (1 semester),Pending,C
925,U2021/170431,Chidera Okonkwo,Male,400,Biochemistry,CSC303,Computer Networks,2025-06-13,08:00,120,40,Old Hall,K31,Mr. T. Okeke,Disorderly conduct,Yes,Offered inducement after paper,Suspension (2 semesters),Confirmed,D
926,U2024/408853,Olamide Chukwu,Male,100,Physics,PHY102,General Physics II,2024-04-08,16:15,90,60,Auditorium,L10,Dr. A. Musa,Collusion/whispering,Yes,Identical answers with neighbor,Score Cancelled (0),Pending,C
927,U2020/805824,Hadiza Nwankwo,Male,400,Business Administration,MTH101,Calculus I,2024-08-04,10:00,60,60,Auditorium,A41,Prof. H. Danladi,Exam script exchange,Yes,Notes found under question paper,Suspension (1 semester),Confirmed,D
928,U2021/143441,Kemi Chukwu,Male,200,Political Science,CSC307,Database Systems,2024-05-14,10:45,150,50,Engineering LT,F57,Dr. A. Musa,Collusion/whispering,Yes,Programmable calculator with stored notes,Score Cancelled + Repeat Course,Pending,D
929,U2024/663367,Ifeoma Chukwu,Male,100,Physics,IFT212,Systems Programming,2024-02-28,13:15,150,60,Sports Complex Hall,A42,Mr. T. Okeke,Disorderly conduct,Yes,Verbal threat reported by invigilator,Warning,On Appeal,C
930,U2024/961067,Opeyemi Ogunleye,Female,400,Business Administration,CSC301,Operating Systems,2025-01-22,08:15,180,40,Engineering LT,C10,Dr. B. Yakubu,Use of mobile phone,No,Student observed using phone camera,Score Cancelled (0),Pending,F
931,U2023/582874,Cynthia Okon,Female,100,Economics,IFT212,Systems Programming,2025-05-13,08:00,120,60,CBN Hall,M26,Mr. T. Okeke,Bribery attempt,No,Student observed using phone camera,Score Cancelled (0),Cleared (insufficient evidence),E
932,U2022/734031,Ihuoma Bassey,Male,300,Accounting,MAC201,News Writing,2024-03-02,12:30,120,50,CBN Annex,G23,Dr. A. Musa,Cheat notes/crib,Yes,Identical answers with neighbor,Score Cancelled (0),Confirmed,F
933,U2021/368148,Maryam Yakubu,Male,200,Mass Communication,MAC201,News Writing,2024-07-13,10:15,150,40,Science LT2,L36,Mrs. J. Obi,Unauthorized material (calculator),No,Identical answers with neighbor,Score Cancelled + Repeat Course,Pending,F
934,U2024/698625,Yusuf Okonkwo,Female,100,Biochemistry,CSC303,Computer Networks,2025-05-19,09:45,90,40,CBN Hall,D36,Mrs. J. Obi,Copying from neighbor,No,Name on script mismatched ID card,Suspension (1 semester),Confirmed,F
935,U2021/181315,Ngozi Nwosu,Female,400,Electrical Engineering,PHY102,General Physics II,2025-01-09,08:30,180,40,Engineering LT,A24,Dr. R. Hassan,Impersonation,Yes,Scripts exchanged mid-exam,Warning,On Appeal,F
936,U2023/488726,Iremide Lawal,Female,300,Mass Communication,MAC201,News Writing,2024-12-04,15:45,180,50,Engineering LT,G60,Dr. B. Yakubu,Exam script exchange,No,Offered inducement after paper,Score Cancelled (0),Pending,E
937,U2024/448169,Oluwatimilehin Danladi,Male,400,Mechanical Engineering,CSC301,Operating Systems,2024-10-14,10:00,90,50,Science LT2,C49,Mr. C. Nnaji,Copying from neighbor,Yes,Verbal threat reported by invigilator,Score Cancelled (0),Confirmed,C
938,U2021/485815,Peter Ogunyinka,Male,400,Economics,BIO203,Biochemistry I,2024-11-05,15:15,60,40,Science LT1,C25,Mrs. K. Adeyemi,Cheat notes/crib,Yes,Identical answers with neighbor,Warning,Cleared (insufficient evidence),B
939,U2024/532694,Ifeoma Ogunbowale,Female,200,Mechanical Engineering,MTH101,Calculus I,2024-06-10,14:00,120,50,CBN Hall,B59,Dr. A. Musa,Copying from neighbor,Yes,Notes found under question paper,Score Cancelled + Repeat Course,Confirmed,E
940,U2022/433799,Hauwa Olayinka,Female,400,Biochemistry,CSC303,Computer Networks,2024-12-30,10:15,60,25,Sports Complex Hall,E48,Mr. T. Okeke,Exam script exchange,Yes,Programmable calculator with stored notes,Suspension (1 semester),Confirmed,F
941,U2020/825091,Ope Yakubu,Female,400,Business Administration,EEE203,Circuit Theory,2024-09-30,15:00,60,60,Auditorium,D58,Dr. L. Ekanem,Impersonation,Yes,Raised voice; disrupted hall,Suspension (1 semester),Pending,E
942,U2020/900264,Olamilekan Ogunjobi,Male,400,Economics,POL204,Nigerian Government,2024-11-27,14:15,90,60,New Hall,J05,Dr. A. Musa,Cheat notes/crib,Yes,Scripts exchanged mid-exam,Score Cancelled + Repeat Course,On Appeal,D
943,U2021/225740,Oma Muhammad,Female,100,Computer Science,EEE203,Circuit Theory,2024-01-26,10:45,90,40,CBN Hall,K45,Mrs. K. Adeyemi,Use of mobile phone,Yes,Name on script mismatched ID card,Suspension (1 semester),Pending,F
944,U2024/913239,Collins Uche,Male,100,Mass Communication,EEE203,Circuit Theory,2024-06-17,08:15,60,40,CBN Annex,L12,Dr. B. Yakubu,Unauthorized material (calculator),Yes,Raised voice; disrupted hall,Score Cancelled (0),Pending,F
945,U2021/833280,Opeyemi Bassey,Male,200,Mathematics,BIO203,Biochemistry I,2025-01-17,13:15,90,40,Main Hall A,E24,Dr. L. Ekanem,Collusion/whispering,Yes,Name on script mismatched ID card,Suspension (1 semester),Confirmed,F
946,U2024/581416,Ifeanyi Ezekiel,Male,200,Mechanical Engineering,IFT211,Computer Organization & Architecture,2025-03-09,14:00,180,50,Engineering LT,K32,Mrs. K. Adeyemi,Cheat notes/crib,Yes,Offered inducement after paper,Warning,Pending,F
947,U2021/685394,Kunle Ogunlade,Male,400,Computer Science,IFT212,Systems Programming,2024-04-11,08:45,60,40,Main Hall B,H43,Mr. C. Nnaji,Unauthorized material (calculator),Yes,Identical answers with neighbor,Suspension (2 semesters),Confirmed,E
948,U2021/248514,Hauwa Ezekiel,Male,400,Mass Communication,MTH101,Calculus I,2024-07-24,13:45,120,40,Sports Complex Hall,B49,Dr. B. Yakubu,Collusion/whispering,Yes,Identical answers with neighbor,Warning,Cleared (insufficient evidence),D
949,U2022/321316,Efe Ogunseye,Male,300,Biochemistry,CSC307,Database Systems,2025-08-02,10:15,90,50,Engineering LT,D54,Dr. L. Ekanem,Unauthorized material (calculator),Yes,Name on script mismatched ID card,Suspension (2 semesters),Pending,B
950,U2022/909679,Yemi Ogunseye,Female,100,Business Administration,CSC303,Computer Networks,2025-02-10,15:30,60,40,Auditorium,A57,Mrs. K. Adeyemi,Cheat notes/crib,Yes,Name on script mismatched ID card,Suspension (2 semesters),Pending,F
951,U2023/166330,Favour Ishola,Female,400,Physics,CSC401,Distributed Systems,2024-02-28,16:30,150,40,Main Hall A,F21,Dr. R. Hassan,Threat/harassment of invigilator,Yes,Verbal threat reported by invigilator,Expulsion (severe cases),Confirmed,C
952,U2023/384813,Chinedu Ogunjinmi,Male,100,Accounting,CSC401,Distributed Systems,2024-03-29,14:30,60,25,CBN Annex,M25,Dr. B. Yakubu,Threat/harassment of invigilator,Yes,Name on script mismatched ID card,Expulsion (severe cases),Confirmed,E
953,U2020/174575,Oluwatimilehin Ogunseye,Female,400,Accounting,ECO202,Macro Economics,2024-07-08,08:45,60,40,Main Hall B,C47,Mrs. K. Adeyemi,Cheat notes/crib,Yes,Whispering repeatedly despite warnings,Score Cancelled (0),Confirmed,D
954,U2021/177797,Ada Ogunleke,Female,200,Statistics,IFT212,Systems Programming,2025-03-16,14:45,180,60,New Hall,D06,Dr. B. Yakubu,Unauthorized material (calculator),Yes,Whispering repeatedly despite warnings,Score Cancelled (0),Cleared (insufficient evidence),C
955,U2024/832203,Sani Danladi,Male,100,Mass Communication,MAC201,News Writing,2024-12-13,16:45,180,60,Main Hall B,K06,Mr. C. Nnaji,Exam script exchange,Yes,Scripts exchanged mid-exam,Score Cancelled (0),Confirmed,D
956,U2022/609911,Ruth Balogun,Female,300,Electrical Engineering,CSC101,Introduction to Computer Science,2024-08-26,09:15,60,40,CBN Annex,L30,Dr. R. Hassan,Use of mobile phone,Yes,Raised voice; disrupted hall,Score Cancelled (0),Pending,A
957,U2023/412207,Oluwatobi Ogunmodede,Female,100,Electrical Engineering,CSC205,Data Structures,2025-03-06,16:45,150,50,Science LT1,B27,Prof. H. Danladi,Copying from neighbor,Yes,Programmable calculator with stored notes,Score Cancelled + Repeat Course,Confirmed,F
958,U2020/717467,Gloria Ogueke,Female,100,Business Administration,ACC201,Financial Accounting,2024-12-04,08:00,150,40,CBN Annex,G40,Mr. T. Okeke,Exam script exchange,Yes,Raised voice; disrupted hall,Score Cancelled (0),Pending,E
959,U2020/287953,Efe Kehinde,Male,300,Electrical Engineering,CSC303,Computer Networks,2025-08-05,14:15,120,40,Auditorium,J11,Dr. L. Ekanem,Cheat notes/crib,Yes,Programmable calculator with stored notes,Expulsion (severe cases),Confirmed,F
960,U2023/360061,Tochi Oluwole,Female,300,Mechanical Engineering,ACC201,Financial Accounting,2024-03-21,13:30,180,50,Science LT1,M15,Dr. R. Hassan,Threat/harassment of invigilator,Yes,Identical answers with neighbor,Score Cancelled (0),On Appeal,F
961,U2023/376608,Chinedu Oviawe,Male,100,Economics,PHY102,General Physics II,2025-08-06,11:15,120,50,Auditorium,D04,Dr. B. Yakubu,Threat/harassment of invigilator,Yes,Scripts exchanged mid-exam,Expulsion (severe cases),Pending,E
962,U2023/235359,Bimbo Nwachukwu,Male,400,Mathematics,CSC307,Database Systems,2024-08-11,16:30,60,40,Main Hall B,H49,Dr. A. Musa,Collusion/whispering,Yes,Raised voice; disrupted hall,Suspension (2 semesters),Pending,D
963,U2021/110654,Ifeanyi Otedola,Female,300,Mechanical Engineering,EEE203,Circuit Theory,2024-10-20,14:30,120,60,CBN Annex,G55,Dr. R. Hassan,Threat/harassment of invigilator,Yes,Programmable calculator with stored notes,Suspension (2 semesters),Confirmed,F
964,U2022/512596,Esther Oviawe,Female,200,Microbiology,CSC307,Database Systems,2024-02-25,08:15,120,25,CBN Hall,F38,Mrs. J. Obi,Collusion/whispering,Yes,Raised voice; disrupted hall,Suspension (1 semester),Pending,F
965,U2023/506728,Ifeoma Olawale,Male,400,Statistics,SOC203,Social Research Methods,2024-03-21,11:00,120,50,CBN Hall,J36,Mrs. J. Obi,Bribery attempt,Yes,Notes found under question paper,Expulsion (severe cases),Pending,F
966,U2023/318011,Zubair Udo,Male,200,Mechanical Engineering,PHY102,General Physics II,2025-02-21,10:15,60,40,Science LT1,D43,Dr. L. Ekanem,Impersonation,Yes,Verbal threat reported by invigilator,Expulsion (severe cases),Pending,E
967,U2020/778044,Tunde Ogunbanjo,Female,100,Computer Science,MAC201,News Writing,2025-07-19,13:15,180,50,Science LT1,B30,Dr. R. Hassan,Unauthorized material (calculator),Yes,Name on script mismatched ID card,Warning,Cleared (insufficient evidence),F
968,U2022/542629,Collins Ogunmola,Male,200,Political Science,PHY102,General Physics II,2024-11-22,08:15,90,50,New Hall,N22,Mr. T. Okeke,Cheat notes/crib,Yes,Name on script mismatched ID card,Suspension (2 semesters),Confirmed,D
969,U2021/110444,Funke Ibrahim,Male,200,Microbiology,EEE203,Circuit Theory,2024-08-27,08:15,60,40,CBN Hall,E27,Dr. L. Ekanem,Exam script exchange,Yes,Raised voice; disrupted hall,Warning,Cleared (insufficient evidence),B
970,U2022/361224,Felix Oladipo,Male,400,Statistics,CSC303,Computer Networks,2025-04-12,13:00,150,60,Science LT1,L24,Prof. H. Danladi,Collusion/whispering,Yes,Notes found under question paper,Score Cancelled + Repeat Course,Confirmed,C
971,U2020/233227,Chiamaka Adesina,Female,200,Mathematics,CSC401,Distributed Systems,2025-07-23,12:45,90,40,Main Hall B,N38,Dr. A. Musa,Cheat notes/crib,Yes,Student observed using phone camera,Score Cancelled (0),Confirmed,E
972,U2024/585039,Janet Udo,Female,200,Physics,CSC401,Distributed Systems,2024-05-15,12:00,120,25,Sports Complex Hall,L45,Dr. L. Ekanem,Disorderly conduct,Yes,Scripts exchanged mid-exam,Score Cancelled + Repeat Course,Confirmed,F
973,U2021/926927,Kunle Lawal,Male,100,Microbiology,ACC201,Financial Accounting,2024-07-06,12:00,150,50,Science LT2,J56,Mrs. K. Adeyemi,Bribery attempt,Yes,Whispering repeatedly despite warnings,Score Cancelled (0),On Appeal,C
974,U2021/609049,Ebuka Nwankwo,Male,100,Statistics,MIC301,Microbiology Techniques,2024-12-17,14:45,180,50,New Hall,K50,Mrs. K. Adeyemi,Copying from neighbor,No,Whispering repeatedly despite warnings,Score Cancelled (0),Confirmed,C
975,U2023/946559,Felix Okonjo,Male,100,Computer Science,CSC301,Operating Systems,2024-05-02,16:45,180,25,Sports Complex Hall,B30,Dr. A. Musa,Impersonation,Yes,Raised voice; disrupted hall,Score Cancelled + Repeat Course,Cleared (insufficient evidence),D
976,U2023/206979,Somto Uche,Male,200,Microbiology,CSC205,Data Structures,2024-06-03,13:00,180,50,New Hall,G48,Dr. R. Hassan,Exam script exchange,Yes,Name on script mismatched ID card,Score Cancelled (0),Pending,D
977,U2022/719816,Hussein Okonkwo,Male,200,Electrical Engineering,ECO202,Macro Economics,2024-01-22,13:30,90,40,CBN Hall,M48,Dr. A. Musa,Use of mobile phone,Yes,Offered inducement after paper,Score Cancelled + Repeat Course,Pending,F
978,U2022/587194,Chinedu Ogunbadejo,Male,300,Business Administration,IFT212,Systems Programming,2024-11-05,15:00,120,60,Science LT2,K44,Mr. C. Nnaji,Bribery attempt,Yes,Offered inducement after paper,Warning,On Appeal,F
979,U2024/877079,Favour Odeyemi,Male,300,Mechanical Engineering,CSC301,Operating Systems,2025-04-03,15:30,180,40,Science LT1,C29,Dr. L. Ekanem,Unauthorized material (calculator),Yes,Raised voice; disrupted hall,Score Cancelled (0),Confirmed,D
980,U2021/129126,Zubair Nnaji,Male,200,Sociology,CSC401,Distributed Systems,2025-01-02,10:00,150,25,Auditorium,K19,Mrs. K. Adeyemi,Unauthorized material (calculator),Yes,Student observed using phone camera,Suspension (2 semesters),Pending,D
981,U2021/777120,Oyin Uche,Female,200,Computer Science,ACC201,Financial Accounting,2024-06-04,13:30,180,60,Sports Complex Hall,N12,Dr. A. Musa,Impersonation,Yes,Programmable calculator with stored notes,Suspension (1 semester),Confirmed,E
982,U2020/145727,Nkechi Ogunmokun,Male,300,Microbiology,STA201,Probability Theory,2025-06-10,08:30,60,40,Auditorium,B53,Mrs. K. Adeyemi,Impersonation,Yes,Whispering repeatedly despite warnings,Suspension (1 semester),Pending,F
983,U2023/661811,Seun Bello,Female,200,Statistics,CSC303,Computer Networks,2024-03-19,13:30,180,25,Main Hall A,B49,Dr. B. Yakubu,Exam script exchange,Yes,Student observed using phone camera,Score Cancelled + Repeat Course,On Appeal,E
984,U2023/769286,Ope Afolayan,Male,100,Economics,MTH101,Calculus I,2024-11-12,12:15,60,25,Science LT2,J21,Mr. C. Nnaji,Unauthorized material (calculator),Yes,Programmable calculator with stored notes,Score Cancelled (0),On Appeal,D
985,U2021/287743,Ibrahim Bassey,Male,300,Statistics,MAC201,News Writing,2024-05-01,14:15,90,50,Main Hall A,E45,Mrs. K. Adeyemi,Collusion/whispering,Yes,Notes found under question paper,Suspension (1 semester),Pending,D
986,U2023/716696,Opeyemi Ogunjimi,Female,300,Biochemistry,MIC301,Microbiology Techniques,2024-08-10,09:30,150,25,CBN Annex,M34,Mrs. K. Adeyemi,Use of mobile phone,Yes,Whispering repeatedly despite warnings,Score Cancelled (0),Confirmed,E
987,U2021/840536,Precious Oladipo,Male,100,Mathematics,IFT212,Systems Programming,2025-07-16,08:00,90,60,Science LT2,D48,Mr. T. Okeke,Unauthorized material (calculator),Yes,Offered inducement after paper,Expulsion (severe cases),Confirmed,D
988,U2024/844262,Precious Ogunjobi,Male,400,Mechanical Engineering,SOC203,Social Research Methods,2024-04-08,08:30,60,50,Engineering LT,N40,Mr. T. Okeke,Collusion/whispering,Yes,Verbal threat reported by invigilator,Warning,On Appeal,F
989,U2024/316855,Taiwo Okonjo,Female,100,Mass Communication,CSC205,Data Structures,2025-02-11,16:45,90,60,Sports Complex Hall,N57,Prof. H. Danladi,Unauthorized material (calculator),No,Name on script mismatched ID card,Warning,On Appeal,F
990,U2020/100860,Ibrahim Bassey,Male,100,Biochemistry,ACC201,Financial Accounting,2024-12-10,09:45,90,60,Sports Complex Hall,J51,Mr. T. Okeke,Disorderly conduct,Yes,Name on script mismatched ID card,Score Cancelled + Repeat Course,Confirmed,F
991,U2024/600035,Blessing Ibrahim,Female,200,Information Technology,MIC301,Microbiology Techniques,2025-07-07,16:15,120,40,New Hall,H25,Mrs. K. Adeyemi,Disorderly conduct,Yes,Notes found under question paper,Warning,Confirmed,E
992,U2023/222451,Adeola Iwu,Male,200,Computer Science,BIO203,Biochemistry I,2025-07-05,16:00,120,40,Science LT2,K27,Dr. B. Yakubu,Use of mobile phone,Yes,Offered inducement after paper,Score Cancelled + Repeat Course,Confirmed,F
993,U2024/503148,Kemi Ogunbadejo,Female,300,Accounting,SOC203,Social Research Methods,2025-05-24,10:00,90,60,CBN Annex,B09,Mrs. J. Obi,Unauthorized material (calculator),Yes,Raised voice; disrupted hall,Score Cancelled (0),Cleared (insufficient evidence),D
994,U2024/123566,Omoni Balogun,Female,200,Accounting,MIC301,Microbiology Techniques,2024-11-29,11:30,150,25,Auditorium,N40,Mr. C. Nnaji,Disorderly conduct,Yes,Programmable calculator with stored notes,Score Cancelled + Repeat Course,On Appeal,E
